beds,baths,size,size_units,lot_size,lot_size_units,zip_code,price
3,2.5,2600,sqft,9100,sqft,583219,875000
3,2,1000,sqft,1916,sqft,583219,710000
2,1,672,sqft,0.28,acre,583216,373000
2,2,1320,sqft,,,583214,860000
3,2,2190,sqft,5000,sqft,583217,840000
1,2,1517,sqft,0.32,acre,583216,1350000
4,2,2160,sqft,4000,sqft,583216,1400000
4,1,2290,sqft,2703,sqft,583216,905000
3,1,1920,sqft,9399,sqft,583214,725000
3,3,1540,sqft,1044,sqft,583219,800000
2,2,983,sqft,,,583217,542500
2,1.5,1670,sqft,5500,sqft,583219,1025000
2,2,880,sqft,,,583219,614500
2,2,1526,sqft,,,583217,825000
1,1,569,sqft,,,583214,435000
4,3,2700,sqft,8360,sqft,583216,1100000
2,2.5,2282,sqft,2.75,acre,583216,475000
7,3.5,4530,sqft,5047,sqft,583220,2950000
1,1,698,sqft,,,583217,399999
3,2,1590,sqft,2500,sqft,583216,880000
2,1,770,sqft,,,583216,460000
3,2,2840,sqft,5196,sqft,583220,1400000
6,3,2350,sqft,8800,sqft,583216,850000
1,1,630,sqft,0.35,acre,583220,335000
1,1,482,sqft,,,583219,220000
4,3.5,4350,sqft,7000,sqft,583220,2000000
1,3,1730,sqft,5500,sqft,583217,750000
1,1,761,sqft,,,583219,400000
3,2,1684,sqft,1395,sqft,583219,870000
3,2.5,2040,sqft,3298,sqft,583219,1200000
2,2,1057,sqft,0.28,acre,583219,599900
3,2,2256,sqft,3500,sqft,583214,1370000
4,2,1900,sqft,5350,sqft,583216,670000
2,1,760,sqft,8686,sqft,583219,775000
2,1,780,sqft,6860,sqft,583219,395000
4,3,3020,sqft,3254,sqft,583219,1499000
1,2.5,2220,sqft,2519,sqft,583219,1200000
2,2,877,sqft,,,583219,415000
4,2,1530,sqft,8782,sqft,583135,645000
2,1,850,sqft,6000,sqft,583218,580000
3,2.5,1860,sqft,7992,sqft,583135,1050000
2,2,980,sqft,3000,sqft,583135,849950
3,2,1470,sqft,1348,sqft,583134,933500
2,1,980,sqft,2226,sqft,583130,598000
2,2,1003,sqft,,,583135,875000
3,1,996,sqft,2588,sqft,583126,560000
1,1,980,sqft,3700,sqft,583130,485000
4,1.5,2380,sqft,5500,sqft,583218,937000
2,2,2470,sqft,4800,sqft,583130,1525000
4,4,2120,sqft,6000,sqft,583134,900000
2,2.5,840,sqft,2891,sqft,583126,720000
4,5,1910,sqft,6750,sqft,583126,800000
2,1,1380,sqft,6613,sqft,583135,640000
4,5,2390,sqft,6156,sqft,583134,1500000
4,3,2840,sqft,4550,sqft,583130,1399990
2,1,875,sqft,,,583134,355000
3,2.5,1813,sqft,,,583135,1275000
3,3.5,2996,sqft,5219,sqft,583130,2050000
5,3.5,5020,sqft,5880,sqft,583126,1550000
3,2,1498,sqft,1238,sqft,583134,935000
2,1,711,sqft,5011,sqft,583135,485000
4,3,2740,sqft,5616,sqft,583126,1220000
3,2,1328,sqft,859,sqft,583136,920000
2,2,1332,sqft,1101,sqft,583134,845000
3,2,2020,sqft,6397,sqft,583135,840000
1,1,916,sqft,,,583218,652500
2,2,1546,sqft,1368,sqft,583218,669000
4,3,2970,sqft,7350,sqft,583218,720000
3,3.5,1615,sqft,1,acre,583218,796000
2,2,1170,sqft,588,sqft,583130,625000
3,2,1350,sqft,1056,sqft,583126,722500
2,2,1143,sqft,672,sqft,583134,689900
3,2.5,1220,sqft,1095,sqft,583218,900000
4,1.5,2100,sqft,6532,sqft,583134,875000
4,1.5,3200,sqft,5508,sqft,583126,1290000
1,2,1137,sqft,,,583134,930000
3,2,2930,sqft,0.7,acre,583134,775000
2,1,808,sqft,,,583130,422500
4,4,2550,sqft,5300,sqft,583126,1550000
2,2,789,sqft,0.27,acre,583135,475000
3,3,2546,sqft,3600,sqft,583136,1810000
2,1,680,sqft,8382,sqft,583218,565000
2,1.5,1000,sqft,1000,sqft,583218,640000
3,2,1676,sqft,4828,sqft,583218,840000
2,1,985,sqft,,,583134,790000
1,1,750,sqft,5750,sqft,583134,725000
1,1,843,sqft,,,583134,370000
4,2,3220,sqft,7800,sqft,583135,2000000
2,2,2340,sqft,6802,sqft,583135,1398000
1,1,543,sqft,,,583126,390000
5,3,4040,sqft,4320,sqft,583135,1650000
2,1,990,sqft,4800,sqft,583218,455000
4,4,2850,sqft,4900,sqft,583126,1755000
4,2.5,1620,sqft,6120,sqft,583130,849950
1,1,514,sqft,,,583126,345000
2,1,1240,sqft,4317,sqft,583136,656500
3,2.5,1620,sqft,1377,sqft,583126,935000
3,3,1608,sqft,2039,sqft,583135,625000
4,1,1530,sqft,6250,sqft,583136,740000
4,2,2270,sqft,3600,sqft,583136,1335000
1,1,908,sqft,,,583136,475000
2,1,1180,sqft,1560,sqft,583218,677000
1,1,672,sqft,0.54,acre,583130,464000
3,1.5,998,sqft,904,sqft,583134,610000
4,2,2220,sqft,5775,sqft,583135,740000
1,1,700,sqft,0.41,acre,583126,405000
7,6,7636,sqft,8625,sqft,583130,2225000
4,5.5,3530,sqft,0.44,acre,583126,1550000
3,2,1620,sqft,3840,sqft,583130,675000
4,3,1620,sqft,3380,sqft,583218,950000
2,2,1138,sqft,,,583134,515000
1,1,669,sqft,,,583130,385000
4,3.5,2600,sqft,4101,sqft,583136,1060000
3,2,1960,sqft,6138,sqft,583135,900000
2,2,950,sqft,0.68,acre,583128,395000
2,2,1410,sqft,0.25,acre,583124,880000
2,1.5,1022,sqft,1,acre,583119,729000
4,2,2840,sqft,5750,sqft,583128,1175000
1,1,712,sqft,,,583128,500000
5,2,1920,sqft,4173,sqft,583128,739000
3,3.5,3880,sqft,0.29,acre,583118,2500000
3,2,1010,sqft,6300,sqft,583112,650000
6,4,3300,sqft,3810,sqft,583119,1237500
3,1,1070,sqft,6567,sqft,583112,580000
3,1,1270,sqft,7140,sqft,583124,1050000
3,2,1413,sqft,1,acre,583128,1099970
3,2.5,1820,sqft,3090,sqft,583128,1030000
2,2,1415,sqft,,,583119,469000
3,3,2212,sqft,,,583123,1470000
3,3.5,3290,sqft,7338,sqft,583119,1400000
2,2,1391,sqft,1049,sqft,583128,672500
2,2,1372,sqft,900,sqft,583112,649950
2,1.5,960,sqft,8057,sqft,583123,515000
3,2.5,1890,sqft,1097,sqft,583119,699000
4,3,2230,sqft,6700,sqft,583129,1150000
1,1.5,952,sqft,,,583124,750000
2,1,925,sqft,,,583129,535000
4,2,1820,sqft,5600,sqft,583119,760000
8,4.5,3600,sqft,4360,sqft,583119,1500000
2,2.5,1305,sqft,2044,sqft,583128,770000
3,2,1840,sqft,3880,sqft,583128,959630
1,1,782,sqft,,,583112,519990
2,2.5,1040,sqft,990,sqft,583119,705000
2,2,1050,sqft,,,583112,480000
2,2,1019,sqft,,,583123,813000
4,2.5,3198,sqft,5000,sqft,583119,1712000
1,1,557,sqft,,,583123,222000
2,2.5,950,sqft,1500,sqft,583128,675000
3,1,1050,sqft,4080,sqft,583123,835000
1,1,533,sqft,,,583275,300000
3,1,860,sqft,8054,sqft,583112,425000
4,3,1890,sqft,1097,sqft,583124,699000
2,2.5,1138,sqft,3.97,acre,583114,515000
4,2,1830,sqft,9920,sqft,583121,535000
2,1,1980,sqft,2295,sqft,583122,699950
3,5.5,1730,sqft,1766,sqft,583121,850000
3,3,2462,sqft,2272,sqft,583122,915000
3,3.5,1300,sqft,1994,sqft,583121,583000
4,2,1550,sqft,6000,sqft,583114,1325000
3,3.5,1679,sqft,1,acre,583114,689000
3,1,1220,sqft,5850,sqft,583114,680000
3,1.5,1540,sqft,8505,sqft,583120,535000
3,2,1520,sqft,2185,sqft,583120,916500
3,1,1320,sqft,6250,sqft,583120,529000
2,1,1290,sqft,1875,sqft,583121,640000
3,2.5,1870,sqft,837,sqft,583114,890000
3,3.5,1762,sqft,1494,sqft,583120,1000000
3,1,1240,sqft,4842,sqft,583122,531000
3,1.5,1307,sqft,1362,sqft,583120,650000
2,2,1167,sqft,,,583122,650000
2,1.5,1070,sqft,1569,sqft,583114,849950
2,1,1820,sqft,7500,sqft,583120,1037300
3,2,1790,sqft,4080,sqft,583122,900000
5,3.5,3700,sqft,5520,sqft,583122,2050000
4,3.5,3340,sqft,6300,sqft,583114,2100000
4,2.5,2250,sqft,7650,sqft,583121,924900
3,2,1799,sqft,1471,sqft,583121,940000
1,1,584,sqft,,,583120,411000
5,2.5,4639,sqft,8036,sqft,583121,3350000
3,1,1810,sqft,0.24,acre,583120,512000
1,1,907,sqft,,,583114,585000
3,2,2120,sqft,6009,sqft,583121,1345000
1,1,616,sqft,0.35,acre,583121,399900
6,6,1780,sqft,7900,sqft,583120,733500
4,2,2630,sqft,8750,sqft,583120,1350000
5,3,3060,sqft,6250,sqft,583114,950000
3,2,2700,sqft,0.37,acre,583122,734000
5,4,2030,sqft,6000,sqft,583121,670000
3,2.5,1620,sqft,1423,sqft,583114,770000
5,4.5,5704,sqft,7200,sqft,583122,4000000
2,1,700,sqft,4000,sqft,583121,800000
2,3,1260,sqft,3920,sqft,583114,770000
4,2,1770,sqft,3920,sqft,583120,1425000
4,2.5,1812,sqft,1632,sqft,583120,825000
1,1,648,sqft,,,583120,395000
2,2,840,sqft,1177,sqft,583121,725000
3,2,2100,sqft,7800,sqft,583121,845000
5,3,2550,sqft,9192,sqft,583121,1450000
1,1,774,sqft,,,583114,265000
2,2.5,1736,sqft,,,583122,970000
3,2.5,2198,sqft,2621,sqft,583122,1675000
2,1,770,sqft,6501,sqft,583120,620000
2,2,1150,sqft,2462,sqft,583114,725000
3,2,2330,sqft,5280,sqft,585326,1098000
5,4.5,4693,sqft,0.24,acre,585417,2650000
3,3,1790,sqft,7286,sqft,585326,755000
4,3.5,2960,sqft,4500,sqft,585326,1700000
1,1,591,sqft,,,585436,434000
2,2,1391,sqft,0.34,acre,585326,860000
3,2,1160,sqft,7500,sqft,585436,566000
1,1,720,sqft,,,585443,365000
1,1,701,sqft,,,585436,325000
4,2,2570,sqft,4800,sqft,585326,1495000
3,2,1611,sqft,4648,sqft,585417,915000
4,2.5,2474,sqft,2970,sqft,585443,1725000
3,2,1300,sqft,2997,sqft,585421,778000
2,2.5,840,sqft,1224,sqft,585326,620000
2,2,1100,sqft,698,sqft,585443,749000
3,2.5,2730,sqft,3000,sqft,585326,1199000
2,2,1004,sqft,,,585421,325000
3,3,1650,sqft,1622,sqft,585417,950000
3,3,1650,sqft,1376,sqft,585417,974999
4,1,1850,sqft,4500,sqft,585326,600000
5,3.5,4050,sqft,3600,sqft,585436,2895000
1,1,865,sqft,1.26,acre,585326,712500
2,2,1252,sqft,,,585436,1349000
3,3,1790,sqft,7080,sqft,585326,1325000
5,3,2020,sqft,6000,sqft,585417,899000
3,1.5,1280,sqft,4000,sqft,585417,750000
4,2,1630,sqft,4982,sqft,585421,942000
3,3.5,1460,sqft,1200,sqft,585421,740000
3,2,1210,sqft,1374,sqft,585417,875000
4,2,2080,sqft,5250,sqft,585417,1098000
4,2,3542,sqft,5000,sqft,585443,1150000
3,1.5,2200,sqft,4800,sqft,585421,860000
1,1,603,sqft,,,585417,400000
2,2,1456,sqft,,,585326,575000
2,2.5,1169,sqft,1092,sqft,585326,615000
2,1,1770,sqft,4800,sqft,585443,926000
4,2,1641,sqft,6122,sqft,585417,538800
1,1,600,sqft,,,585421,310000
2,1.5,860,sqft,1154,sqft,585421,734950
4,3.5,4990,sqft,0.25,acre,585421,4815000
3,2,1749,sqft,1149,sqft,585417,699950
3,4,1580,sqft,1086,sqft,585436,825000
3,2.5,2340,sqft,8000,sqft,585421,1900000
6,3,2440,sqft,8000,sqft,585443,925000
1,1,705,sqft,,,585326,490000
2,2,1227,sqft,1393,sqft,585417,715000
5,4,2734,sqft,3774,sqft,585326,1300000
2,2,839,sqft,0.53,acre,585326,385000
3,1,1120,sqft,7407,sqft,585326,708000
3,2,1482,sqft,1085,sqft,585417,919000
3,3.5,1680,sqft,1486,sqft,585421,675000
2,2,1400,sqft,0.34,acre,585417,699950
3,2,1370,sqft,0.5,acre,585326,910000
1,1,889,sqft,,,585421,550000
4,2,2140,sqft,6250,sqft,585417,1150000
2,2,795,sqft,,,585326,590000
3,2,1710,sqft,4267,sqft,585421,659000
